date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:48:24	66438/66438	---M--	200	added ('OK')	image/png	etag:%225d0e524198d68ea9099ca1354ae28ec4%22	https://www.thewinningedgepodcast.com/images/triathlonblue.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/triathlonblue.png	(from https://www.thewinningedgepodcast.com/)
18:48:24	50435/50435	---M--	200	added ('OK')	image/png	etag:%22417d5d13608d7cc29b9f9efb6fa01a82%22	https://www.thewinningedgepodcast.com/images/GolfGreen.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/GolfGreen.png	(from https://www.thewinningedgepodcast.com/)
18:48:24	53447/53447	---M--	200	added ('OK')	image/png	etag:%2217a7a36dbde3223376a088f60965cb11%22	https://www.thewinningedgepodcast.com/images/applePodcast.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/applePodcast.png	(from https://www.thewinningedgepodcast.com/)
18:48:24	56219/56219	---M--	200	added ('OK')	image/png	etag:%22934d6d5534f7258e159d74e5ce432708%22	https://www.thewinningedgepodcast.com/images/spotifylogo.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/spotifylogo.png	(from https://www.thewinningedgepodcast.com/)
18:48:24	19810/19810	---M--	200	added ('OK')	image/webp	etag:%226f845ac4e0c93d851802d411aa052672%22	https://www.thewinningedgepodcast.com/images/Amazon-Music-Logo.webp	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/Amazon-Music-Logo.webp	(from https://www.thewinningedgepodcast.com/)
18:48:25	13784/13784	---M--	200	added ('OK')	image/jpeg	etag:%22f71e952d72c882fbeafc4cdffbec21cd%22	https://www.thewinningedgepodcast.com/images/youtube.jpeg	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/youtube.jpeg	(from https://www.thewinningedgepodcast.com/)
18:48:25	204502/204502	---M--	200	added ('OK')	image/png	etag:%22dcd809c2c99c0246dcc971c3229f72cd%22	https://www.thewinningedgepodcast.com/images/podcastindex.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/podcastindex.png	(from https://www.thewinningedgepodcast.com/)
18:48:25	1429153/1429153	---M--	200	added ('OK')	image/png	etag:%22185c9f1f3405a0e2830c5e67717b557a%22	https://www.thewinningedgepodcast.com/images/team.png	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/images/team.png	(from https://www.thewinningedgepodcast.com/)
18:48:25	41352/41352	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f967cdadd0f3ed838307029ebe7cb12f%22	https://www.thewinningedgepodcast.com/js/vendors/alpinejs.min.js	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/js/vendors/alpinejs.min.js	(from https://www.thewinningedgepodcast.com/)
18:48:25	13800/13800	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aa20b6e0418d20fb86b071e670b2b207%22	https://www.thewinningedgepodcast.com/js/vendors/aos.js	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/js/vendors/aos.js	(from https://www.thewinningedgepodcast.com/)
18:48:26	143706/143706	---MCZ	200	added ('OK')	application/javascript	etag:W/%2224fd8f796609d79fcb7b6e5ae754433b%22	https://www.thewinningedgepodcast.com/js/vendors/swiper-bundle.min.js	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/js/vendors/swiper-bundle.min.js	(from https://www.thewinningedgepodcast.com/)
18:48:26	952/952	---M--	200	added ('OK')	application/javascript	etag:%22021220fefc7b240cded87993c6d1bcf5%22	https://www.thewinningedgepodcast.com/js/main.js	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/js/main.js	(from https://www.thewinningedgepodcast.com/)
18:48:27	20300/20300	---M--	200	added ('OK')	font/woff2	etag:%22859bd02cd6a8f6f2827c33fb94b48f1d%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Bold.woff2	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Bold.woff2	(from https://www.thewinningedgepodcast.com/style.css)
18:48:27	25508/25508	---M--	200	added ('OK')	font/woff	etag:%22983a42022defba6ab6c547da6be4f228%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Bold.woff	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Bold.woff	(from https://www.thewinningedgepodcast.com/style.css)
18:48:27	20204/20204	---M--	200	added ('OK')	font/woff2	etag:%22191150578c859756a393e43ac2efcc3d%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Extrabold.woff2	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Extrabold.woff2	(from https://www.thewinningedgepodcast.com/style.css)
18:48:27	25744/25744	---M--	200	added ('OK')	font/woff	etag:%2253f5a0b9c6667af9ef744df7a6d8eaa9%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Extrabold.woff	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Extrabold.woff	(from https://www.thewinningedgepodcast.com/style.css)
18:48:27	20260/20260	---M--	200	added ('OK')	font/woff2	etag:%22aece21a384a3950de499549e7a571bda%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Medium.woff2	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Medium.woff2	(from https://www.thewinningedgepodcast.com/style.css)
18:48:28	25264/25264	---M--	200	added ('OK')	font/woff	etag:%22cba8be79bf0195719e0cbcecbc9c62dd%22	https://www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Medium.woff	C:/My%20Web%20Sites/losgatosbarbershop/www.thewinningedgepodcast.com/fonts/CabinetGrotesk-Medium.woff	(from https://www.thewinningedgepodcast.com/style.css)
